label,message
spam,Exclusive SARS Refund offer for you. Act fast! Call +27831234567 now.
spam,Don't miss out on NSFAS Grant. Call +27631234567 to secure funds today.
social,"Got plans for on Heritage Day? Join us at Gautrain. Cheers, Zinhle"
promotional,Don't miss out! Capitec has a weekend deal at Pretoria until 31 May.
promotional,Don't miss out! Capitec has a limited-time deal at Polokwane until end of month.
promotional,Save big at Checkers Durban. BOGO ends this weekend.
social,"Yo Tasha, you coming to Gautrain this on Heritage Day?"
social,"Yo Zinhle, you coming to your place this after work?"
spam,Congrats! You've won a SARS Refund. Contact +27765432100 to claim your prize.
ham,Important: UJ class cancellations on 31 May. Check emails.
ham,Important: Stellenbosch class cancellations on today. Check emails.
promotional,Don't miss out! Checkers has a special deal at Durban until today.
social,Howzit? Meeting at Gautrain this after work? Let me know. Sipho
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
social,"Got plans for this Saturday? Join us at your place. Cheers, Zinhle"
promotional,This weekend only: back-to-school at Checkers stores near Pretoria.
social,"Got plans for during lunch? Join us at your place. Cheers, Lerato"
social,"Yo Lerato, you coming to UJ Library this on Heritage Day?"
ham,Important: UKZN class cancellations on this weekend. Check emails.
spam,URGENT: Claim your Forex Profits now! Reply YES or call +27831234567. RICA rules apply.
promotional,Exclusive offer from Vodacom: special available now in Pretoria!
ham,UKZN reminder: Your exam is scheduled for 31 May. Check your student portal.
social,"Got plans for this weekend? Join us at your place. Cheers, Tasha"
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Sipho
social,Hey! Let's catch up this weekend at Gold Reef. Been too long! Tasha
promotional,Save big at Capitec Cape Town. limited-time ends this weekend.
social,Miss you! Let's link up this Saturday near Menlyn. Sipho
ham,Campus update from UP: exam changes for today. Stay informed.
promotional,Don't miss out! Checkers has a limited-time deal at Cape Town until end of month.
ham,UKZN: Fee payment deadline is today. Please pay promptly.
promotional,Exclusive offer from Capitec: 50% off available now in Polokwane!
social,Howzit? Meeting at Gautrain this this Saturday? Let me know. Zinhle
ham,Campus update from Rhodes: tutorial changes for today. Stay informed.
social,Miss you! Let's link up during lunch near Menlyn. Zinhle
promotional,Don't miss out! Pick n Pay has a weekend deal at Sandton until end of month.
social,"Got plans for after work? Join us at Gautrain. Cheers, Lerato"
promotional,Shop now at Checkers Soweto for BOGO till next Friday!
social,"Got plans for this Saturday? Join us at Menlyn. Cheers, Themba"
promotional,Save big at Woolworths Pretoria. back-to-school ends end of month.
social,Hey! Let's catch up after work at UJ Library. Been too long! Themba
ham,Campus update from Wits: tutorial changes for end of month. Stay informed.
social,"Yo Lerato, you coming to Menlyn this this Saturday?"
promotional,This weekend only: special at Capitec stores near Sandton.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27831234567.
social,Hey! Let's catch up on Heritage Day at Menlyn. Been too long! Tasha
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Themba"
social,"Yo Sipho, you coming to Nandos this after work?"
social,Miss you! Let's link up after work near Gautrain. Lerato
promotional,Exclusive offer from Shoprite: weekend available now in Soweto!
promotional,This weekend only: special at Vodacom stores near Cape Town.
social,Hey! Let's catch up this weekend at Gold Reef. Been too long! Themba
promotional,Shop now at Pick n Pay Polokwane for special till end of month!
ham,Important: UP class cancellations on tomorrow. Check emails.
promotional,This weekend only: special at MTN stores near Sandton.
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Lerato
promotional,Shop now at MTN Soweto for weekend till end of month!
promotional,Save big at Checkers Soweto. weekend ends tomorrow.
social,Howzit? Meeting at your place this this weekend? Let me know. Themba
social,"Yo Zinhle, you coming to UJ Library this on Heritage Day?"
social,Howzit? Meeting at Gold Reef this during lunch? Let me know. Zinhle
social,Miss you! Let's link up during lunch near Gold Reef. Zinhle
promotional,Save big at Vodacom Polokwane. weekend ends today.
promotional,Shop now at Checkers Cape Town for weekend till end of month!
ham,Campus update from Wits: assignment changes for this weekend. Stay informed.
social,Howzit? Meeting at Gold Reef this after work? Let me know. Themba
spam,Don't miss out on NSFAS Grant. Call +27631234567 to secure funds today.
social,Hey! Let's catch up this weekend at Gautrain. Been too long! Zinhle
social,"Yo Tasha, you coming to UJ Library this after work?"
social,Miss you! Let's link up on Heritage Day near Menlyn. Sipho
social,Howzit? Meeting at Gold Reef this on Heritage Day? Let me know. Themba
ham,UP reminder: Your exam is scheduled for tomorrow. Check your student portal.
promotional,Exclusive offer from Woolworths: back-to-school available now in Polokwane!
social,Hey! Let's catch up this weekend at Gold Reef. Been too long! Tasha
social,"Yo Zinhle, you coming to Gautrain this after work?"
promotional,Shop now at Shoprite Sandton for weekend till tomorrow!
social,Miss you! Let's link up on Heritage Day near UJ Library. Tasha
promotional,Shop now at MTN Soweto for weekend till this weekend!
social,Miss you! Let's link up on Heritage Day near Gold Reef. Zinhle
social,Hey! Let's catch up this weekend at Nandos. Been too long! Tasha
spam,Don't miss out on Forex Profits. Call +27791234567 to secure funds today.
ham,UJ: Fee payment deadline is this weekend. Please pay promptly.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
ham,Campus update from Wits: class changes for next Friday. Stay informed.
promotional,Save big at Checkers Pretoria. back-to-school ends 31 May.
social,Howzit? Meeting at your place this on Heritage Day? Let me know. Themba
social,Miss you! Let's link up this Saturday near Gautrain. Themba
promotional,Save big at Pick n Pay Polokwane. back-to-school ends today.
social,Miss you! Let's link up this Saturday near Nandos. Themba
ham,Campus update from UJ: class changes for tomorrow. Stay informed.
promotional,Don't miss out! Checkers has a back-to-school deal at Pretoria until 31 May.
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Zinhle"
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
promotional,Exclusive offer from MTN: limited-time available now in Pretoria!
social,Miss you! Let's link up on Heritage Day near Menlyn. Zinhle
promotional,Exclusive offer from Checkers: weekend available now in Sandton!
promotional,Save big at Checkers Polokwane. back-to-school ends this weekend.
ham,Campus update from UNISA: tutorial changes for end of month. Stay informed.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
ham,Campus update from Stellenbosch: assignment changes for tomorrow. Stay informed.
promotional,Don't miss out! Pick n Pay has a weekend deal at Soweto until tomorrow.
social,Hey! Let's catch up this weekend at Nandos. Been too long! Sipho
ham,Campus update from UJ: res meeting changes for this weekend. Stay informed.
social,Howzit? Meeting at UJ Library this after work? Let me know. Lerato
promotional,Save big at Pick n Pay Durban. limited-time ends this weekend.
promotional,Shop now at Capitec Cape Town for 50% off till today!
promotional,Shop now at Vodacom Sandton for weekend till 31 May!
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Tasha
spam,Exclusive Forex Profits offer for you. Act fast! Call +27765432100 now.
social,Howzit? Meeting at UJ Library this after work? Let me know. Lerato
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27600012345 now.
promotional,Exclusive offer from Pick n Pay: special available now in Cape Town!
promotional,Don't miss out! Shoprite has a BOGO deal at Polokwane until today.
ham,Important: UP class cancellations on tomorrow. Check emails.
promotional,Shop now at Checkers Cape Town for back-to-school till this weekend!
social,"Got plans for this Saturday? Join us at Gold Reef. Cheers, Sipho"
social,Hey! Let's catch up on Heritage Day at Gautrain. Been too long! Zinhle
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27600012345. RICA rules apply.
social,Hey! Let's catch up during lunch at Gautrain. Been too long! Tasha
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Tasha"
ham,Stellenbosch: Fee payment deadline is tomorrow. Please pay promptly.
social,"Yo Lerato, you coming to UJ Library this this weekend?"
ham,Stellenbosch: Fee payment deadline is this weekend. Please pay promptly.
social,"Got plans for this weekend? Join us at your place. Cheers, Tasha"
social,"Yo Themba, you coming to Nandos this on Heritage Day?"
social,Hey! Let's catch up on Heritage Day at Menlyn. Been too long! Sipho
spam,Don't miss out on SARS Refund. Call +27831234567 to secure funds today.
promotional,Don't miss out! Checkers has a limited-time deal at Soweto until 31 May.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27831234567 now.
ham,Stellenbosch reminder: Your assignment is scheduled for 31 May. Check your student portal.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27765432100.
promotional,This weekend only: limited-time at Vodacom stores near Pretoria.
social,Howzit? Meeting at Menlyn this after work? Let me know. Sipho
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Sipho
social,"Got plans for after work? Join us at Gautrain. Cheers, Zinhle"
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,Miss you! Let's link up this weekend near Gautrain. Zinhle
social,Miss you! Let's link up during lunch near Nandos. Zinhle
promotional,This weekend only: 50% off at Vodacom stores near Soweto.
social,Howzit? Meeting at your place this on Heritage Day? Let me know. Tasha
promotional,Save big at Shoprite Polokwane. special ends next Friday.
ham,Important: Stellenbosch class cancellations on this weekend. Check emails.
promotional,Don't miss out! Checkers has a limited-time deal at Soweto until tomorrow.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27600012345 for pricing.
ham,Campus update from NWU: fee deadline changes for tomorrow. Stay informed.
spam,Congrats! You've won a NSFAS Grant. Contact +27600012345 to claim your prize.
spam,Don't miss out on NSFAS Grant. Call +27631234567 to secure funds today.
social,Miss you! Let's link up this Saturday near your place. Lerato
promotional,Exclusive offer from Woolworths: 50% off available now in Cape Town!
social,"Yo Tasha, you coming to Menlyn this after work?"
ham,Stellenbosch: Fee payment deadline is tomorrow. Please pay promptly.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
